,brand,km_driven,fuel,owner,selling_price
588,Mitsubishi,181491,Diesel,First Owner,950000
589,Chevrolet,53319,Diesel,First Owner,375000
590,Volkswagen,40906,Diesel,First Owner,700000
591,Toyota,31711,Petrol,Second Owner,375000
592,Hyundai,43755,Petrol,Second Owner,270000
593,Renault,66693,Petrol,First Owner,300000
594,Maruti,59549,Petrol,First Owner,225000
595,Toyota,94385,Diesel,First Owner,1350000
596,Maruti,73730,Petrol,First Owner,200000
597,Hyundai,221889,Diesel,First Owner,400000
598,Honda,116104,Diesel,First Owner,500000
599,Maruti,150546,Petrol,First Owner,500000
600,Toyota,148120,Diesel,First Owner,1500000
601,Ford,20000,Petrol,Second Owner,555000
602,Hyundai,30000,Petrol,First Owner,580000
603,Tata,142000,Diesel,Third Owner,337000
604,Tata,20000,Diesel,First Owner,175000
605,Tata,120000,Diesel,Second Owner,180000
606,Hyundai,80000,Petrol,First Owner,200000
607,Tata,60000,Diesel,First Owner,260000
608,Renault,25000,Petrol,First Owner,350000
609,Mahindra,50000,Diesel,Second Owner,409999
610,Mahindra,126000,Diesel,First Owner,655000
611,Maruti,170000,Diesel,First Owner,370000
612,Maruti,24000,Petrol,First Owner,200000
613,Maruti,100000,Diesel,Second Owner,800000
614,Tata,10000,Petrol,First Owner,550000
615,Ford,70000,Diesel,Second Owner,300000
616,Maruti,40000,Petrol,First Owner,220000
617,Maruti,110000,Petrol,First Owner,196000
618,Hyundai,80000,Petrol,Second Owner,135000
619,Tata,16500,Petrol,First Owner,299000
620,Maruti,30000,Petrol,First Owner,300000
621,Maruti,80000,Diesel,First Owner,720000
622,Tata,50000,Diesel,Third Owner,650000
623,Maruti,25000,Petrol,First Owner,300000
624,Hyundai,20000,Diesel,First Owner,750000
625,Renault,60000,Petrol,First Owner,260000
626,Maruti,70000,Diesel,Second Owner,300000
627,Mahindra,50000,Diesel,Second Owner,600000
628,Honda,100000,Petrol,Second Owner,275000
629,Maruti,52000,Petrol,First Owner,250000
630,Maruti,80000,Diesel,First Owner,420000
631,Hyundai,50000,Petrol,First Owner,235000
632,Mahindra,60000,Diesel,First Owner,1100000
633,Maruti,25000,Petrol,First Owner,360000
634,Hyundai,50000,Diesel,Second Owner,380000
635,Ford,125000,Diesel,First Owner,650000
636,Maruti,80000,Petrol,First Owner,350000
637,Mahindra,70000,Diesel,First Owner,700000
638,Hyundai,90000,Diesel,Third Owner,270000
639,Tata,50000,Diesel,First Owner,450000
640,Mahindra,101000,Diesel,First Owner,630000
641,Mahindra,168000,Diesel,First Owner,229999
642,Mahindra,168000,Diesel,First Owner,229999
643,Maruti,40000,Petrol,First Owner,270000
644,Tata,28900,Petrol,Second Owner,135000
645,Maruti,20000,Petrol,First Owner,275000
646,Jaguar,9000,Diesel,First Owner,2625000
647,Lexus,20000,Petrol,First Owner,5150000
648,Jaguar,45000,Diesel,First Owner,3200000
649,Tata,110000,Diesel,First Owner,503000
650,Volvo,20000,Diesel,First Owner,3800000
651,Toyota,68089,Petrol,First Owner,2000000
652,Maruti,58343,Petrol,First Owner,225000
653,Maruti,38817,Diesel,First Owner,740000
654,Honda,56494,Petrol,First Owner,550000
655,Toyota,79328,Diesel,Second Owner,750000
656,Maruti,5621,Petrol,First Owner,650000
657,Toyota,25538,Petrol,First Owner,625000
658,Maruti,69779,Petrol,First Owner,600000
659,Hyundai,56290,Diesel,First Owner,450000
660,BMW,7500,Diesel,First Owner,5400000
661,BMW,8500,Diesel,First Owner,5500000
662,Honda,7032,Petrol,First Owner,779000
663,Skoda,11000,Petrol,First Owner,645000
664,Volvo,2000,Diesel,First Owner,2475000
665,Mahindra,165000,Diesel,First Owner,634000
666,Maruti,98500,Petrol,Second Owner,235000
667,Hyundai,98000,Petrol,Third Owner,275000
668,Mahindra,40000,Diesel,Second Owner,700000
669,Fiat,90000,Diesel,First Owner,400000
670,Maruti,90000,Petrol,Third Owner,215000
671,Hyundai,110000,Diesel,Second Owner,150000
672,Maruti,77800,Diesel,First Owner,950000
673,Mahindra,100000,Diesel,First Owner,730000
674,Tata,120000,Diesel,Second Owner,135000
675,Hyundai,80000,Petrol,Second Owner,350000
676,Mahindra,21000,Petrol,Second Owner,535000
677,Maruti,100000,Petrol,Second Owner,455000
678,Maruti,25000,Petrol,First Owner,655000
679,Ford,30000,Diesel,Third Owner,800000
680,Toyota,25000,Petrol,First Owner,1100000
681,Mercedes-Benz,40000,Diesel,First Owner,3000000
682,Toyota,160000,Diesel,First Owner,1225000
683,Mahindra,51492,Petrol,First Owner,340000
684,Volkswagen,72000,Diesel,Second Owner,300000
685,Ford,60000,Petrol,First Owner,370000
686,Mahindra,136000,Diesel,Second Owner,330000
687,Hyundai,60000,Petrol,First Owner,238000
688,Hyundai,110000,Petrol,Second Owner,72000
689,Hyundai,90000,Petrol,First Owner,200000
690,Nissan,91000,Diesel,Fourth & Above Owner,320000
691,Hyundai,90000,Petrol,Fourth & Above Owner,114999
692,Maruti,50000,Petrol,Second Owner,320000
693,Hyundai,20000,Petrol,First Owner,210000
694,Mahindra,120000,Diesel,First Owner,200000
695,Maruti,150000,Petrol,Second Owner,135000
696,Tata,52000,Diesel,First Owner,350000
697,Mahindra,167000,Diesel,Second Owner,350000
698,Maruti,40000,Diesel,First Owner,680000
699,Maruti,190000,Diesel,Second Owner,200000
700,Renault,50000,Petrol,First Owner,300000
701,Mahindra,70000,Diesel,Second Owner,270000
702,Maruti,80000,Petrol,Second Owner,225000
703,Mahindra,120000,Diesel,First Owner,250000
704,Mahindra,40000,Diesel,Second Owner,590000
705,Hyundai,17000,Petrol,First Owner,290000
706,Maruti,180000,Petrol,Second Owner,100000
707,Maruti,50000,Petrol,First Owner,395000
708,Hyundai,65000,Petrol,Second Owner,195000
709,Tata,10000,Petrol,Third Owner,45000
710,Mahindra,70000,Diesel,Second Owner,270000
711,Chevrolet,90000,Diesel,Second Owner,600000
712,Hyundai,50000,Diesel,First Owner,715000
713,Hyundai,10000,Petrol,First Owner,600000
714,Mahindra,25000,Diesel,First Owner,875000
715,Mahindra,100000,Diesel,Second Owner,420000
716,Honda,70000,Petrol,Second Owner,325000
717,Datsun,30000,Petrol,First Owner,385000
718,Mahindra,40000,Petrol,First Owner,300000
719,Hyundai,135000,Diesel,First Owner,335000
720,Maruti,35000,Petrol,First Owner,300000
721,Hyundai,120000,Petrol,Second Owner,80000
722,Mahindra,120000,Diesel,First Owner,400000
723,Tata,190000,Diesel,Second Owner,168000
724,Mahindra,120000,Diesel,First Owner,550000
725,Toyota,120000,Diesel,Second Owner,300000
726,Mahindra,175000,Diesel,Third Owner,320000
727,Mahindra,175000,Diesel,Third Owner,320000
728,Nissan,25000,Petrol,Second Owner,350000
729,Tata,80000,Diesel,First Owner,280000
730,Hyundai,70000,Diesel,Second Owner,550000
731,Hyundai,10000,Petrol,First Owner,500000
732,Ford,6000,Petrol,First Owner,700000
733,Skoda,90000,Diesel,Second Owner,380000
734,Mahindra,110000,Diesel,Second Owner,340000
735,Mahindra,120000,Diesel,Third Owner,160000
736,Toyota,50000,Diesel,First Owner,750000
737,Hyundai,20000,Petrol,First Owner,531000
738,Renault,35000,Petrol,First Owner,300000
739,Volkswagen,60000,Diesel,Second Owner,350000
740,Chevrolet,68000,Petrol,Fourth & Above Owner,150000
741,Maruti,30000,Petrol,First Owner,450000
742,Mahindra,54000,Diesel,First Owner,1625000
743,Maruti,65000,Petrol,Third Owner,140000
744,Mahindra,80000,Diesel,Third Owner,250000
745,Tata,120000,Diesel,Third Owner,85000
746,Hyundai,30000,Petrol,First Owner,450000
747,Maruti,55113,Petrol,First Owner,170000
748,Tata,50000,Diesel,First Owner,360000
749,Maruti,6000,Petrol,First Owner,390000
750,Maruti,50000,Petrol,Second Owner,145000
751,Mahindra,90000,Diesel,Third Owner,540000
752,Toyota,126000,Diesel,Third Owner,290000
753,Tata,90000,Diesel,First Owner,300000
754,Ford,80000,Petrol,First Owner,565000
755,Mahindra,70000,Diesel,Second Owner,441000
756,Hyundai,80000,Petrol,Second Owner,50000
757,Hyundai,80000,Petrol,Second Owner,180000
758,Hyundai,80000,Petrol,Second Owner,200000
759,Maruti,150000,Petrol,Second Owner,85000
760,Tata,110000,Diesel,Fourth & Above Owner,67500
761,Maruti,110000,Diesel,Second Owner,700000
762,Volkswagen,80000,Diesel,Fourth & Above Owner,275000
763,Hyundai,20000,Petrol,First Owner,600000
764,Mahindra,120000,Diesel,First Owner,250000
765,Mahindra,120000,Diesel,First Owner,600000
766,Fiat,80000,Diesel,Second Owner,200000
767,Hyundai,91500,Diesel,Second Owner,425000
768,Maruti,120000,Diesel,Second Owner,420000
769,Hyundai,100000,Diesel,Second Owner,321000
770,Mahindra,120000,Diesel,Fourth & Above Owner,350000
771,Honda,80000,Petrol,First Owner,490000
772,Mahindra,90000,Diesel,First Owner,680000
773,Maruti,70000,Petrol,First Owner,298000
774,Hyundai,110000,Petrol,Second Owner,80000
775,Mahindra,150000,Diesel,Fourth & Above Owner,450000
776,Skoda,60000,Petrol,Second Owner,400000
777,Tata,40000,Diesel,First Owner,250000
778,Ford,110000,Diesel,Third Owner,1075000
779,Hyundai,20000,Petrol,First Owner,500000
780,Ford,10000,Petrol,First Owner,681000
781,Mahindra,90000,Diesel,Second Owner,650000
782,Chevrolet,70000,Petrol,Second Owner,80000
783,Mahindra,120000,Diesel,First Owner,290000
784,Mahindra,120000,Diesel,Second Owner,220000
785,Hyundai,90000,Petrol,Second Owner,120000
786,Datsun,80000,Petrol,First Owner,229999
787,Mahindra,132478,Diesel,Second Owner,150000
788,Maruti,45000,Petrol,First Owner,500000
789,Tata,120000,Diesel,First Owner,175000
790,Ford,10000,Petrol,First Owner,720000
791,Maruti,51000,Petrol,First Owner,100000
792,Honda,105000,Petrol,Second Owner,250000
793,Mahindra,100000,Diesel,First Owner,810000
794,Maruti,30000,Petrol,Third Owner,165000
795,Chevrolet,60000,Diesel,Second Owner,409999
796,Maruti,86000,Diesel,Second Owner,430000
797,Datsun,15000,Petrol,First Owner,300000
798,Maruti,137500,Diesel,Third Owner,350000
799,Renault,60000,Petrol,First Owner,400000
800,Chevrolet,70000,Diesel,First Owner,420000
801,Maruti,5000,Petrol,First Owner,430000
802,Maruti,30000,Petrol,First Owner,573000
803,Hyundai,40000,Petrol,First Owner,210000
804,Renault,60000,Diesel,First Owner,600000
805,Honda,70000,Petrol,Third Owner,150000
806,Tata,15000,Petrol,First Owner,550000
807,Maruti,110000,Diesel,Second Owner,320000
808,Maruti,70000,Petrol,Fourth & Above Owner,80000
809,Honda,10000,Diesel,First Owner,800000
810,Maruti,60000,Petrol,First Owner,500000
811,Tata,110000,Diesel,Second Owner,229999
812,Maruti,60000,Petrol,First Owner,500000
813,Hyundai,35000,Petrol,First Owner,630000
814,Maruti,70000,Petrol,Second Owner,190000
815,Tata,110000,Diesel,Second Owner,229999
816,Mahindra,100000,Diesel,Second Owner,450000
817,Maruti,120000,Petrol,First Owner,95000
818,Maruti,90000,Petrol,Fourth & Above Owner,101000
819,Honda,70000,Diesel,Second Owner,500000
820,Toyota,88000,Diesel,Second Owner,1019999
821,Hyundai,38000,Petrol,First Owner,244000
822,Maruti,90000,Petrol,Second Owner,250000
823,Maruti,60000,Petrol,First Owner,660000
824,Hyundai,60000,Petrol,First Owner,270000
825,Maruti,156060,Diesel,First Owner,280000
826,Hyundai,60000,Diesel,First Owner,1050000
827,Maruti,70000,Petrol,First Owner,525000
828,Hyundai,35000,Diesel,First Owner,850000
829,Mahindra,50000,Diesel,First Owner,1165000
830,Maruti,50000,Petrol,Second Owner,345000
831,Hyundai,100000,Petrol,Second Owner,95000
832,Maruti,15000,Petrol,First Owner,241000
833,Maruti,20000,Petrol,First Owner,235000
834,Ford,80000,Diesel,First Owner,615000
835,Mahindra,110000,Diesel,Second Owner,350000
836,Maruti,35000,Petrol,First Owner,350000
837,Maruti,35000,Petrol,First Owner,380000
838,Tata,140000,Diesel,First Owner,400000
839,Maruti,40000,Petrol,First Owner,220000
840,Tata,110000,Diesel,Third Owner,270000
841,Maruti,70000,Petrol,Second Owner,275000
842,Tata,100000,Diesel,Second Owner,125000
843,Hyundai,20000,Petrol,First Owner,360000
844,Hyundai,15000,Petrol,First Owner,550000
845,Ford,70000,Petrol,Second Owner,200000
846,Mahindra,20000,Petrol,First Owner,327000
847,Hyundai,15000,Petrol,First Owner,425000
848,Maruti,107000,Diesel,First Owner,620000
849,Tata,54000,Diesel,Second Owner,130000
850,Maruti,58000,Petrol,First Owner,120000
851,Mahindra,110000,Diesel,Second Owner,400000
852,Hyundai,90000,Diesel,Fourth & Above Owner,185000
853,Hyundai,43000,Petrol,Second Owner,204999
854,Maruti,43000,Diesel,First Owner,625000
855,Maruti,60000,Diesel,First Owner,600000
856,Tata,150000,Petrol,First Owner,150000
857,Renault,35000,Petrol,First Owner,300000
858,Chevrolet,46000,Petrol,First Owner,229999
859,Maruti,10000,Petrol,First Owner,220000
860,Hyundai,35000,Petrol,First Owner,576000
861,Renault,50000,Petrol,First Owner,265000
862,Maruti,60000,Petrol,Third Owner,50000
863,Hyundai,80000,Diesel,First Owner,300000
864,Tata,110000,Diesel,First Owner,420000
865,Maruti,14000,Diesel,First Owner,750000
866,Maruti,60000,CNG,Second Owner,165000
867,Renault,28000,Petrol,First Owner,290000
868,Hyundai,57000,Petrol,First Owner,160000
869,Maruti,50000,Diesel,First Owner,695000
870,Maruti,70000,LPG,First Owner,231000
871,Toyota,60000,Diesel,First Owner,1050000
872,Hyundai,70000,Petrol,First Owner,400000
873,Hyundai,40000,Petrol,First Owner,500000
874,Tata,120000,Diesel,Second Owner,150000
875,Mahindra,140000,Diesel,Second Owner,400000
876,Tata,100000,Diesel,Second Owner,120000
877,Mahindra,120000,Diesel,Second Owner,480000
878,Tata,120000,Diesel,Second Owner,200000
879,Ford,64000,Diesel,Second Owner,300000
880,Maruti,25000,Petrol,First Owner,350000
881,Renault,12000,Petrol,First Owner,580000
882,Chevrolet,70000,Diesel,Second Owner,200000
883,Mahindra,120000,Diesel,First Owner,750000
884,Renault,90000,Petrol,First Owner,261000
885,Chevrolet,40000,Petrol,First Owner,371000
886,Mahindra,300000,Diesel,Third Owner,320000
887,Tata,120000,Diesel,Second Owner,204999
888,Hyundai,90000,Petrol,Second Owner,110000
889,Ford,100000,Diesel,Fourth & Above Owner,150000
890,Mahindra,90000,Diesel,Second Owner,625000
891,Mahindra,50000,Diesel,Second Owner,1300000
892,Skoda,168000,Diesel,First Owner,900000
893,Ford,110000,Diesel,Second Owner,180000
894,Mahindra,120000,Diesel,Second Owner,421000
895,Tata,120000,Diesel,Second Owner,204999
896,Honda,40000,Diesel,First Owner,900000
897,Honda,110000,Petrol,Second Owner,165000
898,Hyundai,100000,Diesel,Fourth & Above Owner,270000
899,Maruti,40000,Diesel,First Owner,750000
900,Hyundai,30000,Petrol,First Owner,750000
901,Maruti,80000,Petrol,Third Owner,40000
902,Ford,90000,Diesel,Second Owner,190000
903,Toyota,200000,Diesel,Third Owner,395000
904,Toyota,125000,Diesel,Second Owner,800000
905,Hyundai,80000,Petrol,First Owner,315000
906,Audi,44000,Diesel,Second Owner,1600000
907,Toyota,90000,Diesel,First Owner,409999
908,Hyundai,32000,Petrol,First Owner,580000
909,Hyundai,70000,Petrol,First Owner,340000
910,Hyundai,43000,Petrol,First Owner,270000
911,Tata,80000,Diesel,First Owner,280000
912,Tata,60000,Diesel,First Owner,130000
913,Hyundai,18945,Petrol,First Owner,260000
914,Hyundai,70000,Diesel,First Owner,710000
915,Maruti,100000,Petrol,Third Owner,204999
916,Datsun,60000,Petrol,First Owner,300000
917,Maruti,144000,Diesel,Second Owner,180000
918,Mahindra,120000,Diesel,First Owner,700000
919,Hyundai,107825,Diesel,Second Owner,320000
920,Maruti,15000,Petrol,First Owner,370000
921,Renault,10000,Petrol,First Owner,340000
922,Maruti,1620,Petrol,First Owner,1040000
923,Hyundai,30000,Diesel,First Owner,750000
924,Mahindra,70000,Diesel,First Owner,600000
925,Mahindra,70000,Diesel,First Owner,550000
926,Toyota,95000,Diesel,Second Owner,600000
927,Tata,50000,Diesel,First Owner,550000
928,Honda,160000,Diesel,First Owner,750000
929,Hyundai,10000,Petrol,First Owner,450000
930,Maruti,100000,Diesel,Third Owner,400000
931,Maruti,50000,Diesel,Second Owner,520000
932,Maruti,60000,Petrol,Second Owner,199000
933,Chevrolet,110000,Diesel,First Owner,150000
934,Hyundai,80000,Diesel,Third Owner,540000
935,Maruti,85000,Diesel,Second Owner,250000
936,Maruti,90000,Petrol,Second Owner,200000
937,Tata,90000,Diesel,Second Owner,130000
938,Maruti,90000,Petrol,First Owner,90000
939,Hyundai,120000,Diesel,Second Owner,450000
940,Hyundai,120000,Diesel,First Owner,280000
941,Tata,160000,Diesel,Second Owner,280000
942,Maruti,141000,Petrol,Second Owner,120000
943,Maruti,100000,Diesel,Second Owner,290000
944,Hyundai,15000,Diesel,First Owner,1000000
945,Maruti,108000,Diesel,First Owner,415000
946,Maruti,108000,Diesel,First Owner,415000
947,Chevrolet,55000,Diesel,First Owner,240000
948,Tata,37944,Diesel,First Owner,250000
949,Ford,90400,Diesel,First Owner,175000
950,Hyundai,85000,Diesel,Second Owner,220000
951,Maruti,120000,Diesel,Third Owner,85000
952,Maruti,5000,Petrol,First Owner,675000
953,Renault,50000,Diesel,First Owner,535000
954,Renault,5000,Petrol,First Owner,675000
955,Maruti,90000,Diesel,First Owner,800000
956,Maruti,96000,Diesel,Second Owner,425000
957,Maruti,80000,Petrol,Third Owner,150000
958,Maruti,60000,Petrol,Second Owner,90000
959,Mahindra,90000,Diesel,First Owner,850000
960,Toyota,193623,Diesel,Second Owner,330000
961,Hyundai,63186,Diesel,First Owner,850000
962,Mahindra,219000,Diesel,Second Owner,305000
963,Toyota,110000,Diesel,Second Owner,910000
964,Toyota,151000,Diesel,First Owner,1100000
965,Maruti,5000,Petrol,First Owner,675000
966,Maruti,91500,Petrol,First Owner,150000
967,Maruti,23000,Diesel,First Owner,550000
968,Volkswagen,40000,Diesel,First Owner,350000
969,Maruti,70000,Diesel,First Owner,300000
970,Toyota,10000,Diesel,First Owner,1745000
971,Mahindra,90000,Diesel,Second Owner,611000
972,Honda,68000,Petrol,First Owner,400000
973,Hyundai,120000,Diesel,First Owner,700000
974,Chevrolet,65000,Diesel,First Owner,300000
975,Hyundai,85000,Petrol,First Owner,65000
976,Maruti,94000,Petrol,Third Owner,200000
977,Hyundai,100000,Diesel,First Owner,650000
978,Hyundai,80000,Diesel,First Owner,650000
979,Volkswagen,80000,Diesel,Third Owner,350000
980,Tata,140500,Diesel,Third Owner,75000
981,Maruti,143000,Petrol,First Owner,240000
982,Maruti,60000,Petrol,First Owner,240000
983,Tata,120000,Diesel,Second Owner,180000
984,Hyundai,80000,Diesel,Second Owner,900000
985,Mahindra,63000,Diesel,Second Owner,425000
986,Chevrolet,120000,Petrol,Third Owner,95000
987,Maruti,100000,Diesel,First Owner,811000
988,Hyundai,60000,Petrol,First Owner,1100000
989,Chevrolet,90000,Diesel,First Owner,600000
990,Maruti,50000,Diesel,Second Owner,550000
991,Mahindra,70000,Diesel,First Owner,715000
992,Mahindra,40000,Diesel,First Owner,300000
993,Tata,120000,Diesel,Third Owner,100000
994,Mahindra,195000,Diesel,First Owner,500000
995,Maruti,40000,Petrol,First Owner,350000
996,Tata,40000,Diesel,First Owner,100000
997,Tata,120000,Diesel,First Owner,325000
998,Maruti,360003,Petrol,Second Owner,220000
999,Maruti,60000,Petrol,Second Owner,55000
1000,Renault,20000,Petrol,First Owner,330000
1001,Mahindra,37000,Diesel,First Owner,480000
1002,Maruti,57000,Diesel,Second Owner,950000
1003,Hyundai,110000,Diesel,Second Owner,300000
1004,Hyundai,110000,Petrol,Fourth & Above Owner,170000
1005,Toyota,120000,Diesel,Second Owner,850000
1006,Tata,8079,Diesel,First Owner,900000
1007,Toyota,114368,Diesel,Second Owner,1325000
1008,Ford,79990,Diesel,Second Owner,350000
1009,Ford,81632,Diesel,First Owner,425000
1010,Ford,155201,Diesel,First Owner,600000
1011,Ford,101504,Diesel,First Owner,750000
1012,Ford,90165,Diesel,First Owner,450000
1013,Ford,86017,Diesel,Second Owner,325000
1014,Mahindra,85036,Diesel,Second Owner,900000
1015,Fiat,160254,Diesel,Second Owner,350000
1016,Ford,125531,Diesel,Second Owner,600000
1017,Hyundai,10000,Petrol,First Owner,1100000
1018,Tata,20000,Petrol,First Owner,520000
1019,Mahindra,170000,Diesel,First Owner,885000
1020,Tata,40000,Diesel,First Owner,950000
1021,Honda,120000,Petrol,Second Owner,229999
1022,Maruti,100000,Diesel,Third Owner,409999
1023,Ford,110000,Diesel,Third Owner,300000
1024,Tata,120000,Diesel,Third Owner,175000
